DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 80m [m/s]
2/11/2011,0,12.5502
2/11/2011,1,9.3908
2/11/2011,2,10.4527
2/11/2011,3,12.9436
2/11/2011,4,16.3887
2/11/2011,5,14.6072
2/11/2011,6,11.2165
2/11/2011,7,9.0875
2/11/2011,8,12.2543
2/11/2011,9,13.6593
2/11/2011,10,9.8168
2/11/2011,11,5.6810
2/11/2011,12,4.1207
2/11/2011,13,3.7475
2/11/2011,14,3.2768
2/11/2011,15,3.8939
2/11/2011,16,10.4597
2/11/2011,17,7.4172
2/11/2011,18,10.5192
2/11/2011,19,11.7073
2/11/2011,20,14.1437
2/11/2011,21,8.2077
2/11/2011,22,6.0435
2/11/2011,23,9.7854
2/12/2011,0,10.5622
2/12/2011,1,13.1494
2/12/2011,2,10.6022
2/12/2011,3,10.7569
2/12/2011,4,12.1800
2/12/2011,5,11.3092
2/12/2011,6,12.5470
2/12/2011,7,14.0365
2/12/2011,8,12.3948
2/12/2011,9,14.0735
2/12/2011,10,14.6243
2/12/2011,11,9.9308
2/12/2011,12,10.4316
2/12/2011,13,12.1268
2/12/2011,14,5.8614
2/12/2011,15,12.1638
2/12/2011,16,10.4803
2/12/2011,17,8.9804
2/12/2011,18,11.1180
2/12/2011,19,15.1354
2/12/2011,20,17.3777
2/12/2011,21,16.5280
2/12/2011,22,18.8313
2/12/2011,23,18.2680
2/13/2011,0,19.4205
2/13/2011,1,19.8403
2/13/2011,2,15.3295
2/13/2011,3,14.9969
2/13/2011,4,17.6647
2/13/2011,5,9.4076
2/13/2011,6,8.1624
2/13/2011,7,5.9323
2/13/2011,8,7.7309
2/13/2011,9,10.0874
2/13/2011,10,8.4799
2/13/2011,11,9.9788
2/13/2011,12,14.2736
2/13/2011,13,10.0884
2/13/2011,14,9.5434
2/13/2011,15,8.7487
2/13/2011,16,8.4483
2/13/2011,17,7.0907
2/13/2011,18,11.2555
2/13/2011,19,6.0018
2/13/2011,20,5.4997
2/13/2011,21,3.2595
2/13/2011,22,5.9939
2/13/2011,23,4.5047
2/14/2011,0,7.7949
2/14/2011,1,10.8024
2/14/2011,2,9.8792
2/14/2011,3,3.7292
2/14/2011,4,2.9836
2/14/2011,5,3.9620
2/14/2011,6,3.5336
2/14/2011,7,3.0967
2/14/2011,8,3.3968
2/14/2011,9,1.4895
2/14/2011,10,0.7062
2/14/2011,11,0.7367
2/14/2011,12,0.7264
2/14/2011,13,1.2466
2/14/2011,14,1.6246
2/14/2011,15,1.6453
2/14/2011,16,1.8444
2/14/2011,17,2.8671
2/14/2011,18,6.9862
2/14/2011,19,4.9788
2/14/2011,20,5.5765
2/14/2011,21,6.6598
2/14/2011,22,9.0661
2/14/2011,23,9.8413
2/15/2011,0,9.0528
2/15/2011,1,7.3758
2/15/2011,2,9.0947
2/15/2011,3,8.1126
2/15/2011,4,8.0426
2/15/2011,5,9.2550
2/15/2011,6,8.2557
2/15/2011,7,6.4120
2/15/2011,8,5.8676
2/15/2011,9,3.1640
2/15/2011,10,1.8196
2/15/2011,11,3.1761
2/15/2011,12,4.8440
2/15/2011,13,4.5475
2/15/2011,14,3.6664
2/15/2011,15,1.6502
2/15/2011,16,1.6600
2/15/2011,17,1.0456
2/15/2011,18,2.9767
2/15/2011,19,4.1334
2/15/2011,20,2.6370
2/15/2011,21,1.9405
2/15/2011,22,0.8046
2/15/2011,23,2.0092
2/16/2011,0,3.5504
2/16/2011,1,2.2668
2/16/2011,2,2.4521
2/16/2011,3,2.7698
2/16/2011,4,3.4758
2/16/2011,5,4.0499
2/16/2011,6,5.6804
2/16/2011,7,11.6593
2/16/2011,8,12.2147
2/16/2011,9,12.6051
2/16/2011,10,15.6375
2/16/2011,11,13.1866
2/16/2011,12,12.0841
2/16/2011,13,10.6430
2/16/2011,14,9.5566
2/16/2011,15,8.8682
2/16/2011,16,10.8435
2/16/2011,17,7.1289
2/16/2011,18,5.2507
2/16/2011,19,6.6261
2/16/2011,20,6.3358
2/16/2011,21,6.0603
2/16/2011,22,7.0939
2/16/2011,23,7.2671
2/17/2011,0,8.8554
2/17/2011,1,5.8750
2/17/2011,2,8.0836
2/17/2011,3,4.7311
2/17/2011,4,6.8320
2/17/2011,5,5.4959
2/17/2011,6,7.2069
2/17/2011,7,9.8643
2/17/2011,8,13.7192
2/17/2011,9,14.4520
2/17/2011,10,14.2920
2/17/2011,11,13.8301
2/17/2011,12,12.6400
2/17/2011,13,6.9013
2/17/2011,14,9.0233
2/17/2011,15,8.5165
2/17/2011,16,7.6049
2/17/2011,17,6.7367
2/17/2011,18,5.9482
2/17/2011,19,5.8951
2/17/2011,20,8.0692
2/17/2011,21,7.7232
2/17/2011,22,3.2468
2/17/2011,23,4.9206
2/18/2011,0,3.4808
2/18/2011,1,4.2425
2/18/2011,2,5.0995
2/18/2011,3,1.7838
2/18/2011,4,1.7361
2/18/2011,5,0.9817
2/18/2011,6,0.6771
2/18/2011,7,1.0040
2/18/2011,8,2.0714
2/18/2011,9,3.0008
2/18/2011,10,1.8950
2/18/2011,11,2.3004
2/18/2011,12,2.5071
2/18/2011,13,2.2656
2/18/2011,14,2.0594
2/18/2011,15,1.8741
2/18/2011,16,2.6250
2/18/2011,17,2.3845
2/18/2011,18,2.3858
2/18/2011,19,2.5224
2/18/2011,20,2.6078
2/18/2011,21,3.0670
2/18/2011,22,1.7656
2/18/2011,23,2.2692
2/19/2011,0,2.9541
2/19/2011,1,2.6961
2/19/2011,2,6.2233
2/19/2011,3,6.8149
2/19/2011,4,6.0164
2/19/2011,5,3.5740
2/19/2011,6,4.2208
2/19/2011,7,4.1730
2/19/2011,8,5.3720
2/19/2011,9,4.0548
2/19/2011,10,2.4980
2/19/2011,11,2.3094
2/19/2011,12,2.4564
2/19/2011,13,2.8241
2/19/2011,14,3.3997
2/19/2011,15,2.0730
2/19/2011,16,2.8206
2/19/2011,17,2.2883
2/19/2011,18,4.6622
2/19/2011,19,13.3989
2/19/2011,20,7.3883
2/19/2011,21,3.0293
2/19/2011,22,3.1890
2/19/2011,23,1.7481
2/20/2011,0,5.6031
2/20/2011,1,9.0821
2/20/2011,2,5.8869
2/20/2011,3,8.0451
2/20/2011,4,11.4064
2/20/2011,5,6.9354
2/20/2011,6,5.6645
2/20/2011,7,7.5599
2/20/2011,8,9.2224
2/20/2011,9,7.7970
2/20/2011,10,9.6732
2/20/2011,11,8.6116
2/20/2011,12,14.9991
2/20/2011,13,15.8377
2/20/2011,14,17.8163
2/20/2011,15,16.8295
2/20/2011,16,15.8872
2/20/2011,17,16.7048
2/20/2011,18,15.9033
2/20/2011,19,15.5236
2/20/2011,20,7.9532
2/20/2011,21,4.6355
2/20/2011,22,2.0442
2/20/2011,23,1.1076
2/21/2011,0,0.4991
2/21/2011,1,0.9547
2/21/2011,2,0.7881
2/21/2011,3,0.6766
2/21/2011,4,0.9358
2/21/2011,5,1.0647
2/21/2011,6,0.9391
2/21/2011,7,1.2887
2/21/2011,8,2.5813
2/21/2011,9,5.6278
2/21/2011,10,5.8451
2/21/2011,11,12.4741
2/21/2011,12,11.3681
2/21/2011,13,9.0886
2/21/2011,14,7.6561
2/21/2011,15,8.7067
2/21/2011,16,8.4180
2/21/2011,17,9.9019
2/21/2011,18,11.2851
2/21/2011,19,12.2042
2/21/2011,20,10.3334
2/21/2011,21,8.9800
2/21/2011,22,5.0872
2/21/2011,23,5.8197
2/22/2011,0,5.1875
2/22/2011,1,3.7617
2/22/2011,2,5.6085
2/22/2011,3,6.8702
2/22/2011,4,9.5187
2/22/2011,5,10.8132
2/22/2011,6,11.2932
2/22/2011,7,6.5539
2/22/2011,8,4.1887
2/22/2011,9,4.2068
2/22/2011,10,4.7684
2/22/2011,11,3.7460
2/22/2011,12,4.4032
2/22/2011,13,4.2145
2/22/2011,14,3.3324
2/22/2011,15,2.9872
2/22/2011,16,2.2822
2/22/2011,17,4.0550
2/22/2011,18,2.4568
2/22/2011,19,2.2359
2/22/2011,20,3.9834
2/22/2011,21,1.8958
2/22/2011,22,1.8070
2/22/2011,23,2.0870
2/23/2011,0,5.3667
2/23/2011,1,5.7913
2/23/2011,2,5.0690
2/23/2011,3,7.5647
2/23/2011,4,7.7102
2/23/2011,5,7.2084
2/23/2011,6,6.2269
2/23/2011,7,4.5728
2/23/2011,8,2.3451
2/23/2011,9,3.6540
2/23/2011,10,5.2094
2/23/2011,11,4.5599
2/23/2011,12,5.0367
2/23/2011,13,2.7197
2/23/2011,14,4.4859
2/23/2011,15,4.5790
2/23/2011,16,5.8068
2/23/2011,17,7.5197
2/23/2011,18,6.2541
2/23/2011,19,7.0077
2/23/2011,20,8.0666
2/23/2011,21,8.2619
2/23/2011,22,6.0892
2/23/2011,23,5.3153
2/24/2011,0,3.1480
2/24/2011,1,1.1817
2/24/2011,2,2.4918
2/24/2011,3,2.6947
2/24/2011,4,4.0927
2/24/2011,5,6.1015
2/24/2011,6,6.7938
2/24/2011,7,7.0641
2/24/2011,8,5.1508
2/24/2011,9,3.2635
2/24/2011,10,2.4804
2/24/2011,11,2.5739
2/24/2011,12,3.2740
2/24/2011,13,2.2457
2/24/2011,14,3.3167
2/24/2011,15,1.4383
2/24/2011,16,1.3187
2/24/2011,17,1.8064
2/24/2011,18,2.4447
2/24/2011,19,1.9058
2/24/2011,20,10.8488
2/24/2011,21,8.5994
2/24/2011,22,5.1860
2/24/2011,23,2.9572
2/25/2011,0,2.7021
2/25/2011,1,2.5386
2/25/2011,2,2.2052
2/25/2011,3,1.6769
2/25/2011,4,1.6985
2/25/2011,5,1.7348
2/25/2011,6,1.2321
2/25/2011,7,0.5679
2/25/2011,8,0.5007
2/25/2011,9,0.8474
2/25/2011,10,0.6825
2/25/2011,11,0.5870
2/25/2011,12,0.7642
2/25/2011,13,1.1261
2/25/2011,14,2.4456
2/25/2011,15,0.6260
2/25/2011,16,1.0440
2/25/2011,17,2.5889
2/25/2011,18,4.3772
2/25/2011,19,4.0746
2/25/2011,20,3.0876
2/25/2011,21,2.3796
2/25/2011,22,1.6224
2/25/2011,23,0.7967
2/26/2011,0,0.6897
2/26/2011,1,1.2539
2/26/2011,2,2.5849
2/26/2011,3,2.6962
2/26/2011,4,3.8472
2/26/2011,5,4.5676
2/26/2011,6,4.9740
2/26/2011,7,4.3865
2/26/2011,8,4.4279
2/26/2011,9,4.4541
2/26/2011,10,6.1245
2/26/2011,11,6.7630
2/26/2011,12,6.5384
2/26/2011,13,7.0707
2/26/2011,14,4.6408
2/26/2011,15,5.7974
2/26/2011,16,9.9833
2/26/2011,17,10.2753
2/26/2011,18,8.6236
2/26/2011,19,5.8260
2/26/2011,20,3.9574
2/26/2011,21,9.7788
2/26/2011,22,12.9016
2/26/2011,23,15.3010
2/27/2011,0,15.4804
2/27/2011,1,17.5677
2/27/2011,2,21.7587
2/27/2011,3,18.3362
2/27/2011,4,6.2052
2/27/2011,5,4.3722
2/27/2011,6,5.6017
2/27/2011,7,9.2417
2/27/2011,8,4.7215
2/27/2011,9,1.8448
2/27/2011,10,5.0115
2/27/2011,11,3.2411
2/27/2011,12,4.7596
2/27/2011,13,3.8877
2/27/2011,14,2.3138
2/27/2011,15,2.5640
2/27/2011,16,3.4918
2/27/2011,17,3.0907
2/27/2011,18,1.6660
2/27/2011,19,4.5235
2/27/2011,20,1.8571
2/27/2011,21,0.8153
2/27/2011,22,4.8443
2/27/2011,23,6.0129
2/28/2011,0,4.8527
2/28/2011,1,4.6050
2/28/2011,2,5.2541
2/28/2011,3,6.2889
2/28/2011,4,14.6503
2/28/2011,5,7.6002
2/28/2011,6,4.1484
2/28/2011,7,3.4006
2/28/2011,8,5.7533
2/28/2011,9,10.2569
2/28/2011,10,5.4328
2/28/2011,11,5.7497
2/28/2011,12,3.6981
2/28/2011,13,6.3927
2/28/2011,14,7.7835
2/28/2011,15,6.6554
2/28/2011,16,9.9377
2/28/2011,17,10.2304
2/28/2011,18,5.7789
2/28/2011,19,3.4476
2/28/2011,20,2.7436
2/28/2011,21,2.3909
2/28/2011,22,4.5415
2/28/2011,23,6.5478
3/1/2011,0,7.4560
3/1/2011,1,5.9477
3/1/2011,2,7.8482
3/1/2011,3,6.0713
3/1/2011,4,2.4244
3/1/2011,5,2.0430
3/1/2011,6,1.4755
3/1/2011,7,1.6568
3/1/2011,8,1.6919
3/1/2011,9,1.3562
3/1/2011,10,1.8769
3/1/2011,11,2.2531
3/1/2011,12,3.0682
3/1/2011,13,2.9261
3/1/2011,14,2.2904
3/1/2011,15,1.8591
3/1/2011,16,1.6647
3/1/2011,17,2.6576
3/1/2011,18,2.5293
3/1/2011,19,2.7573
3/1/2011,20,3.1357
3/1/2011,21,1.8937
3/1/2011,22,3.6659
3/1/2011,23,2.8504
3/2/2011,0,0.9308
3/2/2011,1,1.0335
3/2/2011,2,2.6264
3/2/2011,3,3.3283
3/2/2011,4,2.8870
3/2/2011,5,2.7174
3/2/2011,6,1.9330
3/2/2011,7,1.7917
3/2/2011,8,3.1328
3/2/2011,9,2.1751
3/2/2011,10,1.6471
3/2/2011,11,1.9806
3/2/2011,12,1.6709
3/2/2011,13,2.0998
3/2/2011,14,2.1779
3/2/2011,15,6.0052
3/2/2011,16,9.8557
3/2/2011,17,8.0088
3/2/2011,18,8.9822
3/2/2011,19,9.1576
3/2/2011,20,9.6779
3/2/2011,21,7.9202
3/2/2011,22,7.7721
3/2/2011,23,2.9570
3/3/2011,0,6.1366
3/3/2011,1,10.9652
3/3/2011,2,4.2284
3/3/2011,3,6.5271
3/3/2011,4,3.2973
3/3/2011,5,6.4348
3/3/2011,6,2.6664
3/3/2011,7,4.5439
3/3/2011,8,4.0393
3/3/2011,9,4.6223
3/3/2011,10,10.0261
3/3/2011,11,12.8742
3/3/2011,12,13.5667
3/3/2011,13,15.9711
3/3/2011,14,16.6315
3/3/2011,15,14.1567
3/3/2011,16,13.5896
3/3/2011,17,13.6844
3/3/2011,18,10.6400
3/3/2011,19,10.6782
3/3/2011,20,4.0462
3/3/2011,21,6.7397
3/3/2011,22,4.4712
3/3/2011,23,1.5350
3/4/2011,0,1.7988
3/4/2011,1,1.3065
3/4/2011,2,1.4402
3/4/2011,3,1.7790
3/4/2011,4,6.1554
3/4/2011,5,7.0503
3/4/2011,6,4.8428
3/4/2011,7,2.7795
3/4/2011,8,2.3600
3/4/2011,9,1.5777
3/4/2011,10,1.5506
3/4/2011,11,1.7204
3/4/2011,12,2.8772
3/4/2011,13,4.2043
3/4/2011,14,3.0409
3/4/2011,15,5.4791
3/4/2011,16,4.9595
3/4/2011,17,6.1441
3/4/2011,18,4.8307
3/4/2011,19,5.0559
3/4/2011,20,9.6737
3/4/2011,21,11.0162
3/4/2011,22,7.8570
3/4/2011,23,4.0263
3/5/2011,0,2.9742
3/5/2011,1,1.9352
3/5/2011,2,1.4936
3/5/2011,3,1.2728
3/5/2011,4,2.4120
3/5/2011,5,3.5392
3/5/2011,6,5.6204
3/5/2011,7,6.5082
3/5/2011,8,5.7936
3/5/2011,9,4.0206
3/5/2011,10,4.6364
3/5/2011,11,2.4602
3/5/2011,12,2.5837
3/5/2011,13,2.4999
3/5/2011,14,4.6787
3/5/2011,15,5.7278
3/5/2011,16,3.9098
3/5/2011,17,4.3180
3/5/2011,18,2.0902
3/5/2011,19,1.6415
3/5/2011,20,2.0021
3/5/2011,21,2.7000
3/5/2011,22,2.8827
3/5/2011,23,3.2007
3/6/2011,0,2.9607
3/6/2011,1,7.8581
3/6/2011,2,6.0781
3/6/2011,3,4.4542
3/6/2011,4,2.8580
3/6/2011,5,1.6328
3/6/2011,6,1.9637
3/6/2011,7,1.3266
3/6/2011,8,2.7681
3/6/2011,9,4.3990
3/6/2011,10,4.6875
3/6/2011,11,4.3770
3/6/2011,12,3.3025
3/6/2011,13,5.0091
3/6/2011,14,5.0151
3/6/2011,15,5.2036
3/6/2011,16,4.9558
3/6/2011,17,4.4644
3/6/2011,18,3.9857
3/6/2011,19,2.5675
3/6/2011,20,4.9478
3/6/2011,21,5.6153
3/6/2011,22,5.8742
3/6/2011,23,5.4160
3/7/2011,0,4.2181
3/7/2011,1,3.3527
3/7/2011,2,3.0133
3/7/2011,3,2.5544
3/7/2011,4,2.8280
3/7/2011,5,2.2154
3/7/2011,6,2.1894
3/7/2011,7,2.0872
3/7/2011,8,1.7026
3/7/2011,9,0.9043
3/7/2011,10,0.2681
3/7/2011,11,0.2681
3/7/2011,12,0.2681
3/7/2011,13,0.2681
3/7/2011,14,0.2681
3/7/2011,15,0.2681
3/7/2011,16,0.2681
3/7/2011,17,0.2681
3/7/2011,18,0.2681
3/7/2011,19,0.2681
3/7/2011,20,0.2681
3/7/2011,21,0.2681
3/7/2011,22,0.2681
3/7/2011,23,0.2681
3/8/2011,0,0.2681
3/8/2011,1,0.2681
3/8/2011,2,0.2681
3/8/2011,3,0.2681
3/8/2011,4,0.2681
3/8/2011,5,0.2683
3/8/2011,6,0.2769
3/8/2011,7,0.2714
3/8/2011,8,0.2681
3/8/2011,9,0.2681
3/8/2011,10,0.2681
3/8/2011,11,0.2681
3/8/2011,12,0.2681
3/8/2011,13,0.2681
3/8/2011,14,0.2681
3/8/2011,15,0.2681
3/8/2011,16,0.2681
3/8/2011,17,0.2681
3/8/2011,18,0.2681
3/8/2011,19,0.4893
3/8/2011,20,7.6285
3/8/2011,21,15.9621
3/8/2011,22,20.8295
3/8/2011,23,18.7783
3/9/2011,0,18.3244
3/9/2011,1,11.0344
3/9/2011,2,6.0420
3/9/2011,3,5.0498
3/9/2011,4,4.5262
3/9/2011,5,2.8533
3/9/2011,6,1.0273
3/9/2011,7,3.4514
3/9/2011,8,2.0699
3/9/2011,9,2.9733
3/9/2011,10,3.5389
3/9/2011,11,10.8241
3/9/2011,12,13.0442
3/9/2011,13,13.6948
3/9/2011,14,12.4785
3/9/2011,15,16.3821
3/9/2011,16,18.1969
3/9/2011,17,13.8597
3/9/2011,18,11.6161
3/9/2011,19,13.5412
3/9/2011,20,13.5370
3/9/2011,21,13.3071
3/9/2011,22,14.7634
3/9/2011,23,9.9002
3/10/2011,0,4.2601
3/10/2011,1,6.1994
3/10/2011,2,15.4954
3/10/2011,3,13.9315
3/10/2011,4,15.3209
3/10/2011,5,13.0732
3/10/2011,6,11.2975
3/10/2011,7,9.5691
3/10/2011,8,4.7863
3/10/2011,9,5.9363
3/10/2011,10,6.1853
3/10/2011,11,7.5245
3/10/2011,12,8.0013
3/10/2011,13,7.7928
3/10/2011,14,4.0223
3/10/2011,15,2.9415
3/10/2011,16,5.5909
3/10/2011,17,6.0752
3/10/2011,18,7.9840
3/10/2011,19,8.8303
3/10/2011,20,4.1585
3/10/2011,21,1.7347
3/10/2011,22,4.3399
3/10/2011,23,4.9376
3/11/2011,0,3.4418
3/11/2011,1,2.6758
3/11/2011,2,5.2715
3/11/2011,3,19.7288
3/11/2011,4,24.8835
3/11/2011,5,27.1035
3/11/2011,6,26.0125
3/11/2011,7,22.7863
3/11/2011,8,24.2738
3/11/2011,9,18.3901
3/11/2011,10,6.5949
3/11/2011,11,3.4508
3/11/2011,12,5.4471
3/11/2011,13,4.1323
3/11/2011,14,5.9681
3/11/2011,15,9.7963
3/11/2011,16,7.3053
3/11/2011,17,5.6617
3/11/2011,18,5.6757
3/11/2011,19,7.9828
3/11/2011,20,7.2357
3/11/2011,21,7.6896
3/11/2011,22,6.1875
3/11/2011,23,7.0619
3/12/2011,0,5.6265
3/12/2011,1,4.6837
3/12/2011,2,1.8013
3/12/2011,3,2.1461
3/12/2011,4,4.1859
3/12/2011,5,4.2298
3/12/2011,6,3.8132
3/12/2011,7,1.6686
3/12/2011,8,1.4476
3/12/2011,9,2.4539
3/12/2011,10,1.1702
3/12/2011,11,1.6344
3/12/2011,12,2.5436
3/12/2011,13,3.4696
3/12/2011,14,5.6137
3/12/2011,15,6.4892
3/12/2011,16,5.8432
3/12/2011,17,5.6961
3/12/2011,18,4.9828
3/12/2011,19,3.0222
3/12/2011,20,1.2841
3/12/2011,21,1.8565
3/12/2011,22,2.9111
3/12/2011,23,4.1861
3/13/2011,0,4.8794
3/13/2011,1,5.0713
3/13/2011,2,3.2403
3/13/2011,3,5.6194
3/13/2011,4,3.2867
3/13/2011,5,2.0316
3/13/2011,6,0.8663
3/13/2011,7,1.5694
3/13/2011,8,1.4054
3/13/2011,9,1.5096
3/13/2011,10,2.6710
3/13/2011,11,2.3580
3/13/2011,12,2.5355
3/13/2011,13,2.8520
3/13/2011,14,8.5173
3/13/2011,15,10.4692
3/13/2011,16,8.6246
3/13/2011,17,6.4053
3/13/2011,18,7.0331
3/13/2011,19,8.1025
3/13/2011,20,7.6200
3/13/2011,21,3.8982
3/13/2011,22,3.5238
3/13/2011,23,5.9299
3/14/2011,0,5.1538
3/14/2011,1,4.7866
3/14/2011,2,3.4194
3/14/2011,3,1.7883
3/14/2011,4,2.4057
3/14/2011,5,1.3082
3/14/2011,6,3.6497
3/14/2011,7,1.5267
3/14/2011,8,1.2986
3/14/2011,9,0.8930
3/14/2011,10,1.5717
3/14/2011,11,4.6770
3/14/2011,12,5.0922
3/14/2011,13,4.6871
3/14/2011,14,3.6402
3/14/2011,15,6.3472
3/14/2011,16,9.7369
3/14/2011,17,7.3236
3/14/2011,18,5.7612
3/14/2011,19,8.8759
3/14/2011,20,14.5286
3/14/2011,21,13.0743
3/14/2011,22,5.4835
3/14/2011,23,2.7912
3/15/2011,0,4.7467
3/15/2011,1,4.4412
3/15/2011,2,8.7759
3/15/2011,3,8.8472
3/15/2011,4,10.2326
3/15/2011,5,6.6336
3/15/2011,6,4.7010
3/15/2011,7,3.3661
3/15/2011,8,4.6332
3/15/2011,9,7.7922
3/15/2011,10,7.1966
3/15/2011,11,4.8243
3/15/2011,12,3.6065
3/15/2011,13,3.7897
3/15/2011,14,4.8118
3/15/2011,15,6.5194
3/15/2011,16,6.8628
3/15/2011,17,4.8321
3/15/2011,18,2.8533
3/15/2011,19,3.9143
3/15/2011,20,4.2110
3/15/2011,21,2.7331
3/15/2011,22,3.9154
3/15/2011,23,3.5783
3/16/2011,0,3.3743
3/16/2011,1,3.5117
3/16/2011,2,6.9077
3/16/2011,3,15.1356
3/16/2011,4,8.6698
3/16/2011,5,9.2840
3/16/2011,6,11.4859
3/16/2011,7,9.4336
3/16/2011,8,12.2806
3/16/2011,9,8.1263
3/16/2011,10,4.4810
3/16/2011,11,7.5698
3/16/2011,12,7.6487
3/16/2011,13,4.5824
3/16/2011,14,7.4527
3/16/2011,15,7.2797
3/16/2011,16,8.5323
3/16/2011,17,7.4286
3/16/2011,18,7.4695
3/16/2011,19,6.9832
3/16/2011,20,5.9995
3/16/2011,21,8.2564
3/16/2011,22,6.6814
3/16/2011,23,6.6517
3/17/2011,0,9.7062
3/17/2011,1,12.2842
3/17/2011,2,15.9450
3/17/2011,3,20.1032
3/17/2011,4,15.3583
3/17/2011,5,11.5143
3/17/2011,6,6.5086
3/17/2011,7,6.0275
3/17/2011,8,4.8228
3/17/2011,9,5.2822
3/17/2011,10,5.0201
3/17/2011,11,4.8284
3/17/2011,12,4.5056
3/17/2011,13,4.3153
3/17/2011,14,5.4193
3/17/2011,15,6.4211
3/17/2011,16,6.5003
3/17/2011,17,5.7855
3/17/2011,18,5.0398
3/17/2011,19,7.7804
3/17/2011,20,6.1599
3/17/2011,21,2.9101
3/17/2011,22,3.4680
3/17/2011,23,6.8375
3/18/2011,0,7.2354
3/18/2011,1,7.5069
3/18/2011,2,8.0536
3/18/2011,3,6.1401
3/18/2011,4,5.2013
3/18/2011,5,2.8760
3/18/2011,6,1.4665
3/18/2011,7,1.0040
3/18/2011,8,0.6812
3/18/2011,9,0.7877
3/18/2011,10,1.6602
3/18/2011,11,1.1498
3/18/2011,12,1.4503
3/18/2011,13,2.1572
3/18/2011,14,2.6858
3/18/2011,15,3.7077
3/18/2011,16,4.0005
3/18/2011,17,3.4048
3/18/2011,18,1.0698
3/18/2011,19,0.8439
3/18/2011,20,1.8523
3/18/2011,21,1.8714
3/18/2011,22,1.3670
3/18/2011,23,0.6430
3/19/2011,0,0.7292
3/19/2011,1,2.6466
3/19/2011,2,2.4490
3/19/2011,3,1.8800
3/19/2011,4,1.5065
3/19/2011,5,1.9208
3/19/2011,6,1.2630
3/19/2011,7,1.7749
3/19/2011,8,1.0517
3/19/2011,9,2.4948
3/19/2011,10,2.1308
3/19/2011,11,3.4024
3/19/2011,12,3.2741
3/19/2011,13,3.6803
3/19/2011,14,4.2663
3/19/2011,15,10.8399
3/19/2011,16,9.4438
3/19/2011,17,8.2433
3/19/2011,18,6.0799
3/19/2011,19,7.6039
3/19/2011,20,5.3809
3/19/2011,21,3.8859
3/19/2011,22,4.8106
3/19/2011,23,4.0959
3/20/2011,0,2.0950
3/20/2011,1,2.2536
3/20/2011,2,2.7970
3/20/2011,3,2.5822
3/20/2011,4,4.7913
3/20/2011,5,6.4602
3/20/2011,6,7.4134
3/20/2011,7,8.2190
3/20/2011,8,3.4716
3/20/2011,9,5.4463
3/20/2011,10,6.4861
3/20/2011,11,4.0210
3/20/2011,12,4.8712
3/20/2011,13,4.3404
3/20/2011,14,4.2848
3/20/2011,15,3.9538
3/20/2011,16,5.5199
3/20/2011,17,5.8959
3/20/2011,18,7.2087
3/20/2011,19,6.3501
3/20/2011,20,5.6221
3/20/2011,21,3.5063
3/20/2011,22,1.5797
3/20/2011,23,1.9034
3/21/2011,0,1.5452
3/21/2011,1,1.8745
3/21/2011,2,2.4641
3/21/2011,3,1.2245
3/21/2011,4,0.9980
3/21/2011,5,1.6762
3/21/2011,6,1.9490
3/21/2011,7,1.3863
3/21/2011,8,1.6097
3/21/2011,9,2.1275
3/21/2011,10,1.8225
3/21/2011,11,2.6814
3/21/2011,12,3.1460
3/21/2011,13,3.6053
3/21/2011,14,4.0442
3/21/2011,15,9.8230
3/21/2011,16,11.0118
3/21/2011,17,10.3438
3/21/2011,18,10.4195
3/21/2011,19,12.1177
3/21/2011,20,10.2380
3/21/2011,21,13.5792
3/21/2011,22,13.6011
3/21/2011,23,12.3474
3/22/2011,0,10.7727
3/22/2011,1,11.8384
3/22/2011,2,11.3439
3/22/2011,3,15.1560
3/22/2011,4,2.9742
3/22/2011,5,3.6702
3/22/2011,6,5.9654
3/22/2011,7,9.7429
3/22/2011,8,14.5451
3/22/2011,9,12.5607
3/22/2011,10,9.2745
3/22/2011,11,7.6801
3/22/2011,12,10.5743
3/22/2011,13,17.3554
3/22/2011,14,18.0018
3/22/2011,15,21.2088
3/22/2011,16,24.6582
3/22/2011,17,27.0639
3/22/2011,18,25.7664
3/22/2011,19,27.2223
3/22/2011,20,26.4502
3/22/2011,21,26.3464
3/22/2011,22,25.9991
3/22/2011,23,25.8638
3/23/2011,0,26.4585
3/23/2011,1,24.0543
3/23/2011,2,20.9652
3/23/2011,3,12.9550
3/23/2011,4,11.7316
3/23/2011,5,6.3222
3/23/2011,6,10.6205
3/23/2011,7,8.5407
3/23/2011,8,9.2551
3/23/2011,9,11.0572
3/23/2011,10,9.6185
3/23/2011,11,9.0969
3/23/2011,12,5.2568
3/23/2011,13,7.0580
3/23/2011,14,9.7181
3/23/2011,15,8.4593
3/23/2011,16,6.7574
3/23/2011,17,4.6568
3/23/2011,18,4.7726
3/23/2011,19,4.0083
3/23/2011,20,3.3049
3/23/2011,21,3.1286
3/23/2011,22,1.3161
3/23/2011,23,0.5644
3/24/2011,0,0.7845
3/24/2011,1,1.2609
3/24/2011,2,2.5945
3/24/2011,3,3.3244
3/24/2011,4,4.9418
3/24/2011,5,5.1899
3/24/2011,6,4.6896
3/24/2011,7,4.2919
3/24/2011,8,3.3202
3/24/2011,9,1.9196
3/24/2011,10,1.5947
3/24/2011,11,2.5380
