DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 80m [m/s]
3/24/2011,12,2.4818
3/24/2011,13,3.9365
3/24/2011,14,4.4290
3/24/2011,15,8.0690
3/24/2011,16,15.4743
3/24/2011,17,15.9088
3/24/2011,18,16.2748
3/24/2011,19,15.1854
3/24/2011,20,17.1065
3/24/2011,21,10.2712
3/24/2011,22,7.4336
3/24/2011,23,3.1209
3/25/2011,0,1.8281
3/25/2011,1,2.0263
3/25/2011,2,7.3343
3/25/2011,3,7.0159
3/25/2011,4,4.2156
3/25/2011,5,3.8908
3/25/2011,6,3.9690
3/25/2011,7,4.2590
3/25/2011,8,1.6329
3/25/2011,9,1.3186
3/25/2011,10,2.4877
3/25/2011,11,3.3465
3/25/2011,12,3.5380
3/25/2011,13,4.2672
3/25/2011,14,5.0574
3/25/2011,15,6.1389
3/25/2011,16,7.2092
3/25/2011,17,4.9677
3/25/2011,18,6.6354
3/25/2011,19,9.2367
3/25/2011,20,11.2666
3/25/2011,21,10.7410
3/25/2011,22,7.3551
3/25/2011,23,6.9291
3/26/2011,0,4.8141
3/26/2011,1,3.8237
3/26/2011,2,5.4307
3/26/2011,3,6.1194
3/26/2011,4,7.7610
3/26/2011,5,4.7429
3/26/2011,6,5.6735
3/26/2011,7,7.3235
3/26/2011,8,9.2316
3/26/2011,9,7.4887
3/26/2011,10,7.7362
3/26/2011,11,4.8040
3/26/2011,12,4.7414
3/26/2011,13,4.4122
3/26/2011,14,8.7158
3/26/2011,15,5.2106
3/26/2011,16,4.1239
3/26/2011,17,5.5120
3/26/2011,18,7.2259
3/26/2011,19,6.2182
3/26/2011,20,5.8484
3/26/2011,21,5.3602
3/26/2011,22,4.2473
3/26/2011,23,6.3627
3/27/2011,0,7.2627
3/27/2011,1,6.2859
3/27/2011,2,2.8465
3/27/2011,3,1.7305
3/27/2011,4,2.3597
3/27/2011,5,3.2661
3/27/2011,6,4.7101
3/27/2011,7,5.0562
3/27/2011,8,5.2145
3/27/2011,9,4.1312
3/27/2011,10,2.2741
3/27/2011,11,2.2835
3/27/2011,12,4.6405
3/27/2011,13,4.9737
3/27/2011,14,7.8233
3/27/2011,15,9.2125
3/27/2011,16,9.0907
3/27/2011,17,10.1607
3/27/2011,18,8.3751
3/27/2011,19,7.7879
3/27/2011,20,5.4944
3/27/2011,21,5.2843
3/27/2011,22,3.7440
3/27/2011,23,3.3076
3/28/2011,0,3.1802
3/28/2011,1,1.3870
3/28/2011,2,1.4253
3/28/2011,3,2.1619
3/28/2011,4,2.2690
3/28/2011,5,2.0247
3/28/2011,6,2.1237
3/28/2011,7,3.5976
3/28/2011,8,5.1616
3/28/2011,9,3.8730
3/28/2011,10,4.0495
3/28/2011,11,2.0158
3/28/2011,12,11.6833
3/28/2011,13,11.6032
3/28/2011,14,9.8115
3/28/2011,15,10.3689
3/28/2011,16,11.6875
3/28/2011,17,10.3735
3/28/2011,18,8.9118
3/28/2011,19,11.8387
3/28/2011,20,10.2400
3/28/2011,21,4.1933
3/28/2011,22,6.2552
3/28/2011,23,7.0580
3/29/2011,0,4.1377
3/29/2011,1,2.4128
3/29/2011,2,2.3938
3/29/2011,3,8.4506
3/29/2011,4,9.6268
3/29/2011,5,8.3520
3/29/2011,6,6.3346
3/29/2011,7,10.0175
3/29/2011,8,6.4480
3/29/2011,9,3.7664
3/29/2011,10,2.4710
3/29/2011,11,2.9925
3/29/2011,12,3.6302
3/29/2011,13,3.1673
3/29/2011,14,2.9940
3/29/2011,15,3.9314
3/29/2011,16,6.4337
3/29/2011,17,7.2345
3/29/2011,18,6.7362
3/29/2011,19,6.3893
3/29/2011,20,2.0070
3/29/2011,21,1.8303
3/29/2011,22,2.9026
3/29/2011,23,3.1438
3/30/2011,0,5.7082
3/30/2011,1,8.3093
3/30/2011,2,12.1092
3/30/2011,3,6.1978
3/30/2011,4,4.2597
3/30/2011,5,7.2388
3/30/2011,6,7.2256
3/30/2011,7,6.2614
3/30/2011,8,6.0654
3/30/2011,9,5.5091
3/30/2011,10,5.5348
3/30/2011,11,7.8410
3/30/2011,12,10.1355
3/30/2011,13,15.0724
3/30/2011,14,14.5590
3/30/2011,15,15.5428
3/30/2011,16,16.1489
3/30/2011,17,17.2977
3/30/2011,18,15.4770
3/30/2011,19,17.0877
3/30/2011,20,13.9569
3/30/2011,21,14.9954
3/30/2011,22,17.1653
3/30/2011,23,16.7662
3/31/2011,0,15.5747
3/31/2011,1,12.1178
3/31/2011,2,10.5792
3/31/2011,3,6.8047
3/31/2011,4,4.3363
3/31/2011,5,1.5712
3/31/2011,6,1.7902
3/31/2011,7,2.4725
3/31/2011,8,4.9491
3/31/2011,9,6.8702
3/31/2011,10,12.9086
3/31/2011,11,13.4259
3/31/2011,12,11.8991
3/31/2011,13,12.4375
3/31/2011,14,10.9626
3/31/2011,15,9.5591
3/31/2011,16,7.2290
3/31/2011,17,7.7821
3/31/2011,18,7.4841
3/31/2011,19,8.3880
3/31/2011,20,7.3284
3/31/2011,21,5.9954
3/31/2011,22,4.2614
3/31/2011,23,5.5552
4/1/2011,0,6.6722
4/1/2011,1,6.7530
4/1/2011,2,5.8922
4/1/2011,3,10.2203
4/1/2011,4,12.2759
4/1/2011,5,9.0655
4/1/2011,6,10.7108
4/1/2011,7,9.6081
4/1/2011,8,11.9849
4/1/2011,9,11.9522
4/1/2011,10,8.8942
4/1/2011,11,7.2645
4/1/2011,12,3.1320
4/1/2011,13,3.5286
4/1/2011,14,4.6405
4/1/2011,15,6.2113
4/1/2011,16,7.7074
4/1/2011,17,8.4456
4/1/2011,18,9.1730
4/1/2011,19,4.7368
4/1/2011,20,6.6883
4/1/2011,21,6.1303
4/1/2011,22,4.3758
4/1/2011,23,7.6694
4/2/2011,0,7.3965
4/2/2011,1,6.9114
4/2/2011,2,7.4147
4/2/2011,3,5.3733
4/2/2011,4,4.6212
4/2/2011,5,3.0247
4/2/2011,6,6.7815
4/2/2011,7,5.1154
4/2/2011,8,3.6668
4/2/2011,9,4.0511
4/2/2011,10,6.3784
4/2/2011,11,5.7124
4/2/2011,12,5.6175
4/2/2011,13,10.1415
4/2/2011,14,7.8184
4/2/2011,15,10.4344
4/2/2011,16,9.2300
4/2/2011,17,10.4153
4/2/2011,18,7.0053
4/2/2011,19,6.6302
4/2/2011,20,6.2798
4/2/2011,21,11.4745
4/2/2011,22,17.1508
4/2/2011,23,21.2437
4/3/2011,0,19.1590
4/3/2011,1,17.2589
4/3/2011,2,18.1718
4/3/2011,3,12.8827
4/3/2011,4,15.8388
4/3/2011,5,12.7659
4/3/2011,6,10.2645
4/3/2011,7,12.0986
4/3/2011,8,13.1712
4/3/2011,9,10.7968
4/3/2011,10,6.3511
4/3/2011,11,7.4885
4/3/2011,12,3.6539
4/3/2011,13,7.9298
4/3/2011,14,5.4734
4/3/2011,15,5.7200
4/3/2011,16,4.0217
4/3/2011,17,2.9715
4/3/2011,18,0.8628
4/3/2011,19,1.5386
4/3/2011,20,2.2481
4/3/2011,21,3.1630
4/3/2011,22,3.4605
4/3/2011,23,1.3966
4/4/2011,0,3.0086
4/4/2011,1,2.7350
4/4/2011,2,1.3435
4/4/2011,3,1.8142
4/4/2011,4,3.2971
4/4/2011,5,3.6439
4/4/2011,6,3.2151
4/4/2011,7,4.5941
4/4/2011,8,9.9464
4/4/2011,9,9.7506
4/4/2011,10,8.2487
4/4/2011,11,10.1119
4/4/2011,12,9.5279
4/4/2011,13,10.9231
4/4/2011,14,11.0029
4/4/2011,15,12.0732
4/4/2011,16,8.9221
4/4/2011,17,9.1002
4/4/2011,18,8.9412
4/4/2011,19,8.7288
4/4/2011,20,14.0375
4/4/2011,21,10.5732
4/4/2011,22,14.4658
4/4/2011,23,18.5787
4/5/2011,0,13.7009
4/5/2011,1,9.0817
4/5/2011,2,10.3448
4/5/2011,3,19.3209
4/5/2011,4,19.1613
4/5/2011,5,22.1945
4/5/2011,6,22.3696
4/5/2011,7,13.8314
4/5/2011,8,6.3298
4/5/2011,9,4.2513
4/5/2011,10,7.0827
4/5/2011,11,4.8217
4/5/2011,12,6.1586
4/5/2011,13,7.0127
4/5/2011,14,7.3405
4/5/2011,15,11.2989
4/5/2011,16,8.8115
4/5/2011,17,8.3128
4/5/2011,18,5.1279
4/5/2011,19,3.8875
4/5/2011,20,2.0759
4/5/2011,21,3.7152
4/5/2011,22,2.5187
4/5/2011,23,1.8297
4/6/2011,0,1.3998
4/6/2011,1,3.8468
4/6/2011,2,2.5076
4/6/2011,3,2.7094
4/6/2011,4,3.6421
4/6/2011,5,2.7104
4/6/2011,6,2.8695
4/6/2011,7,2.8069
4/6/2011,8,2.1250
4/6/2011,9,1.9453
4/6/2011,10,2.4494
4/6/2011,11,2.4926
4/6/2011,12,2.9150
4/6/2011,13,2.6343
4/6/2011,14,3.4300
4/6/2011,15,4.5998
4/6/2011,16,4.5280
4/6/2011,17,3.9523
4/6/2011,18,4.1614
4/6/2011,19,4.7248
4/6/2011,20,6.1017
4/6/2011,21,7.4528
4/6/2011,22,6.4279
4/6/2011,23,8.1214
4/7/2011,0,5.1020
4/7/2011,1,2.5431
4/7/2011,2,4.7929
4/7/2011,3,2.8851
4/7/2011,4,3.4769
4/7/2011,5,4.1350
4/7/2011,6,3.8508
4/7/2011,7,4.0642
4/7/2011,8,2.3135
4/7/2011,9,3.2403
4/7/2011,10,3.6357
4/7/2011,11,3.4553
4/7/2011,12,2.7865
4/7/2011,13,2.5617
4/7/2011,14,3.6040
4/7/2011,15,2.6839
4/7/2011,16,2.1926
4/7/2011,17,2.5816
4/7/2011,18,0.6785
4/7/2011,19,0.6433
4/7/2011,20,0.8384
4/7/2011,21,3.5238
4/7/2011,22,2.2136
4/7/2011,23,3.5861
4/8/2011,0,2.2739
4/8/2011,1,4.2925
4/8/2011,2,3.1861
4/8/2011,3,3.0341
4/8/2011,4,2.3767
4/8/2011,5,1.2749
4/8/2011,6,1.4345
4/8/2011,7,1.7512
4/8/2011,8,1.9245
4/8/2011,9,2.5115
4/8/2011,10,1.6998
4/8/2011,11,1.5690
4/8/2011,12,3.1336
4/8/2011,13,3.6901
4/8/2011,14,4.2144
4/8/2011,15,4.6911
4/8/2011,16,5.3113
4/8/2011,17,7.2976
4/8/2011,18,9.7465
4/8/2011,19,7.1563
4/8/2011,20,5.8804
4/8/2011,21,5.9448
4/8/2011,22,4.1923
4/8/2011,23,1.9422
4/9/2011,0,3.5583
4/9/2011,1,3.8670
4/9/2011,2,1.3130
4/9/2011,3,2.4291
4/9/2011,4,3.2837
4/9/2011,5,2.4668
4/9/2011,6,1.2249
4/9/2011,7,0.7460
4/9/2011,8,2.0191
4/9/2011,9,3.0801
4/9/2011,10,3.0126
4/9/2011,11,3.4687
4/9/2011,12,2.3664
4/9/2011,13,3.1183
4/9/2011,14,2.6049
4/9/2011,15,9.3147
4/9/2011,16,6.7366
4/9/2011,17,9.2002
4/9/2011,18,8.9723
4/9/2011,19,7.8338
4/9/2011,20,3.2256
4/9/2011,21,2.6002
4/9/2011,22,4.9317
4/9/2011,23,3.8634
4/10/2011,0,2.0041
4/10/2011,1,1.8959
4/10/2011,2,6.5663
4/10/2011,3,4.9569
4/10/2011,4,11.7589
4/10/2011,5,12.7170
4/10/2011,6,12.5749
4/10/2011,7,16.0698
4/10/2011,8,16.2640
4/10/2011,9,13.4513
4/10/2011,10,12.4510
4/10/2011,11,12.6097
4/10/2011,12,12.8390
4/10/2011,13,12.8266
4/10/2011,14,11.8033
4/10/2011,15,12.6390
4/10/2011,16,12.9292
4/10/2011,17,11.6459
4/10/2011,18,10.5136
4/10/2011,19,10.1850
4/10/2011,20,11.7546
4/10/2011,21,11.2088
4/10/2011,22,11.7067
4/10/2011,23,10.5917
4/11/2011,0,9.6820
4/11/2011,1,11.6677
4/11/2011,2,10.1016
4/11/2011,3,10.3630
4/11/2011,4,11.0157
4/11/2011,5,11.3272
4/11/2011,6,9.3042
4/11/2011,7,7.1059
4/11/2011,8,3.6751
4/11/2011,9,2.6356
4/11/2011,10,2.8912
4/11/2011,11,3.9613
4/11/2011,12,4.1291
4/11/2011,13,3.5906
4/11/2011,14,3.1660
4/11/2011,15,3.4886
4/11/2011,16,3.3393
4/11/2011,17,2.3369
4/11/2011,18,2.9298
4/11/2011,19,4.2479
4/11/2011,20,4.5076
4/11/2011,21,6.2052
4/11/2011,22,5.7560
4/11/2011,23,4.0750
4/12/2011,0,5.1239
4/12/2011,1,2.3677
4/12/2011,2,3.4946
4/12/2011,3,3.3365
4/12/2011,4,2.9282
4/12/2011,5,1.6777
4/12/2011,6,1.0266
4/12/2011,7,1.0512
4/12/2011,8,1.3356
4/12/2011,9,1.8231
4/12/2011,10,2.9180
4/12/2011,11,2.4328
4/12/2011,12,3.0681
4/12/2011,13,3.6889
4/12/2011,14,2.5003
4/12/2011,15,2.0309
4/12/2011,16,1.3091
4/12/2011,17,2.0149
4/12/2011,18,1.9799
4/12/2011,19,1.6460
4/12/2011,20,3.8444
4/12/2011,21,2.6363
4/12/2011,22,2.2309
4/12/2011,23,1.7728
4/13/2011,0,5.3214
4/13/2011,1,5.3478
4/13/2011,2,4.6615
4/13/2011,3,1.9134
4/13/2011,4,1.2227
4/13/2011,5,2.6147
4/13/2011,6,2.8086
4/13/2011,7,4.0283
4/13/2011,8,4.2961
4/13/2011,9,3.6037
4/13/2011,10,3.7540
4/13/2011,11,2.9596
4/13/2011,12,2.0491
4/13/2011,13,1.3516
4/13/2011,14,0.7593
4/13/2011,15,0.8585
4/13/2011,16,1.7386
4/13/2011,17,1.5745
4/13/2011,18,0.8976
4/13/2011,19,2.7273
4/13/2011,20,4.1686
4/13/2011,21,2.1465
4/13/2011,22,1.7878
4/13/2011,23,0.7986
4/14/2011,0,2.0195
4/14/2011,1,2.8299
4/14/2011,2,3.9273
4/14/2011,3,5.2540
4/14/2011,4,5.7142
4/14/2011,5,3.7353
4/14/2011,6,3.1712
4/14/2011,7,3.8460
4/14/2011,8,4.7763
4/14/2011,9,3.1595
4/14/2011,10,3.4107
4/14/2011,11,2.1865
4/14/2011,12,1.6493
4/14/2011,13,4.2899
4/14/2011,14,13.4358
4/14/2011,15,12.5960
4/14/2011,16,12.1018
4/14/2011,17,10.6364
4/14/2011,18,10.9299
4/14/2011,19,10.3087
4/14/2011,20,12.9502
4/14/2011,21,9.1307
4/14/2011,22,2.7019
4/14/2011,23,3.7414
4/15/2011,0,6.6394
4/15/2011,1,12.9953
4/15/2011,2,12.3684
4/15/2011,3,8.6244
4/15/2011,4,10.9635
4/15/2011,5,11.1959
4/15/2011,6,9.2495
4/15/2011,7,8.5240
4/15/2011,8,6.4607
4/15/2011,9,9.0212
4/15/2011,10,6.3857
4/15/2011,11,8.1655
4/15/2011,12,9.4338
4/15/2011,13,10.3202
4/15/2011,14,12.8377
4/15/2011,15,13.3787
4/15/2011,16,11.9348
4/15/2011,17,11.9853
4/15/2011,18,8.4634
4/15/2011,19,9.8461
4/15/2011,20,9.4054
4/15/2011,21,11.3535
4/15/2011,22,11.6465
4/15/2011,23,9.6684
4/16/2011,0,5.6304
4/16/2011,1,6.7304
4/16/2011,2,5.2859
4/16/2011,3,5.3278
4/16/2011,4,2.7841
4/16/2011,5,2.7283
4/16/2011,6,4.7603
4/16/2011,7,5.0355
4/16/2011,8,6.9629
4/16/2011,9,7.5909
4/16/2011,10,5.8770
4/16/2011,11,7.5341
4/16/2011,12,7.3248
4/16/2011,13,5.8139
4/16/2011,14,5.8283
4/16/2011,15,9.3753
4/16/2011,16,6.9515
4/16/2011,17,4.4880
4/16/2011,18,4.7908
4/16/2011,19,8.5362
4/16/2011,20,7.4791
4/16/2011,21,3.9475
4/16/2011,22,3.2812
4/16/2011,23,4.0309
4/17/2011,0,3.5685
4/17/2011,1,3.7328
4/17/2011,2,3.2048
4/17/2011,3,3.1217
4/17/2011,4,2.6029
4/17/2011,5,2.9652
4/17/2011,6,3.4107
4/17/2011,7,5.1396
4/17/2011,8,7.7220
4/17/2011,9,12.2132
4/17/2011,10,14.6467
4/17/2011,11,15.8580
4/17/2011,12,12.8856
4/17/2011,13,12.5840
4/17/2011,14,11.8496
4/17/2011,15,11.4368
4/17/2011,16,11.5590
4/17/2011,17,14.3044
4/17/2011,18,15.0319
4/17/2011,19,5.5686
4/17/2011,20,1.9965
4/17/2011,21,3.9465
4/17/2011,22,5.6380
4/17/2011,23,7.1918
4/18/2011,0,4.4684
4/18/2011,1,5.1361
4/18/2011,2,4.2465
4/18/2011,3,1.9704
4/18/2011,4,4.1791
4/18/2011,5,3.6684
4/18/2011,6,3.4262
4/18/2011,7,3.1357
4/18/2011,8,1.6579
4/18/2011,9,2.5881
4/18/2011,10,3.4474
4/18/2011,11,3.5917
4/18/2011,12,3.6667
4/18/2011,13,4.0531
4/18/2011,14,3.2983
4/18/2011,15,4.1381
4/18/2011,16,4.1931
4/18/2011,17,4.3511
4/18/2011,18,4.9264
4/18/2011,19,6.4661
4/18/2011,20,6.7976
4/18/2011,21,5.1519
4/18/2011,22,3.1566
4/18/2011,23,3.9415
4/19/2011,0,8.9185
4/19/2011,1,6.0151
4/19/2011,2,1.0630
4/19/2011,3,2.6613
4/19/2011,4,7.6017
4/19/2011,5,6.7120
4/19/2011,6,4.7067
4/19/2011,7,6.2003
4/19/2011,8,5.8898
4/19/2011,9,6.5467
4/19/2011,10,6.4153
4/19/2011,11,5.3071
4/19/2011,12,5.6003
4/19/2011,13,4.7163
4/19/2011,14,9.3092
4/19/2011,15,8.4361
4/19/2011,16,12.3064
4/19/2011,17,10.2741
4/19/2011,18,6.5505
4/19/2011,19,7.4932
4/19/2011,20,7.0798
4/19/2011,21,6.7953
4/19/2011,22,5.2774
4/19/2011,23,2.1798
4/20/2011,0,3.1475
4/20/2011,1,5.2432
4/20/2011,2,2.9369
4/20/2011,3,1.3243
4/20/2011,4,2.6935
4/20/2011,5,1.8345
4/20/2011,6,1.1296
4/20/2011,7,1.0620
4/20/2011,8,1.8367
4/20/2011,9,1.7731
4/20/2011,10,2.1081
4/20/2011,11,2.8448
4/20/2011,12,2.5453
4/20/2011,13,1.9420
4/20/2011,14,1.9621
4/20/2011,15,2.2190
4/20/2011,16,2.2169
4/20/2011,17,0.9242
4/20/2011,18,0.5491
4/20/2011,19,1.4983
4/20/2011,20,1.8012
4/20/2011,21,0.8113
4/20/2011,22,2.2271
4/20/2011,23,3.4298
4/21/2011,0,3.7528
4/21/2011,1,2.3184
4/21/2011,2,2.7489
4/21/2011,3,3.2393
4/21/2011,4,5.8271
4/21/2011,5,5.6310
4/21/2011,6,4.8908
4/21/2011,7,2.7135
4/21/2011,8,7.2784
4/21/2011,9,6.5116
4/21/2011,10,4.1232
4/21/2011,11,6.4428
4/21/2011,12,8.0854
4/21/2011,13,4.3615
4/21/2011,14,4.1321
4/21/2011,15,4.9010
4/21/2011,16,4.7865
4/21/2011,17,4.0540
4/21/2011,18,4.3107
4/21/2011,19,2.0197
4/21/2011,20,9.8526
4/21/2011,21,15.8991
4/21/2011,22,24.6646
4/21/2011,23,26.9672
4/22/2011,0,22.6665
4/22/2011,1,18.4362
4/22/2011,2,13.8128
4/22/2011,3,14.1310
4/22/2011,4,11.9797
4/22/2011,5,11.2027
4/22/2011,6,10.6698
4/22/2011,7,9.4904
4/22/2011,8,11.0961
4/22/2011,9,10.9004
4/22/2011,10,10.5250
4/22/2011,11,9.2707
4/22/2011,12,8.1877
4/22/2011,13,9.6288
4/22/2011,14,10.7332
4/22/2011,15,10.1794
4/22/2011,16,10.8990
4/22/2011,17,10.6088
4/22/2011,18,12.0399
4/22/2011,19,11.0662
4/22/2011,20,8.7567
4/22/2011,21,7.5999
4/22/2011,22,6.0401
4/22/2011,23,4.0848
4/23/2011,0,8.2742
4/23/2011,1,8.5114
4/23/2011,2,7.9352
4/23/2011,3,7.5924
4/23/2011,4,4.6249
4/23/2011,5,2.9861
4/23/2011,6,3.3636
4/23/2011,7,2.0700
4/23/2011,8,2.4748
4/23/2011,9,1.5014
4/23/2011,10,4.3738
4/23/2011,11,3.9131
4/23/2011,12,3.5937
4/23/2011,13,3.1693
4/23/2011,14,3.0756
4/23/2011,15,4.8173
4/23/2011,16,4.8660
4/23/2011,17,5.1327
4/23/2011,18,6.0044
4/23/2011,19,5.8014
4/23/2011,20,5.4920
4/23/2011,21,4.6924
4/23/2011,22,5.8465
4/23/2011,23,4.0536
4/24/2011,0,2.3834
4/24/2011,1,2.4024
4/24/2011,2,2.4551
4/24/2011,3,2.9273
4/24/2011,4,3.1470
4/24/2011,5,2.6526
4/24/2011,6,1.8671
4/24/2011,7,1.6709
4/24/2011,8,1.8069
4/24/2011,9,1.0297
4/24/2011,10,1.4950
4/24/2011,11,2.3824
4/24/2011,12,2.4836
4/24/2011,13,1.5641
4/24/2011,14,2.6498
4/24/2011,15,2.0895
4/24/2011,16,1.3791
4/24/2011,17,2.3489
4/24/2011,18,1.5739
4/24/2011,19,0.5491
4/24/2011,20,0.3981
4/24/2011,21,1.6498
4/24/2011,22,1.5248
4/24/2011,23,2.5582
4/25/2011,0,3.3473
4/25/2011,1,3.7319
4/25/2011,2,4.3968
4/25/2011,3,4.5858
4/25/2011,4,4.9902
4/25/2011,5,5.5065
4/25/2011,6,4.4792
4/25/2011,7,3.6284
4/25/2011,8,1.5327
4/25/2011,9,1.7757
4/25/2011,10,2.8134
4/25/2011,11,2.9763
4/25/2011,12,2.3855
4/25/2011,13,3.5814
4/25/2011,14,3.3515
4/25/2011,15,5.2128
4/25/2011,16,7.1213
4/25/2011,17,5.3681
4/25/2011,18,7.5451
4/25/2011,19,10.0551
4/25/2011,20,8.7785
4/25/2011,21,7.9782
4/25/2011,22,4.8213
4/25/2011,23,1.5722
4/26/2011,0,3.0770
4/26/2011,1,3.5272
4/26/2011,2,2.1235
4/26/2011,3,3.0575
4/26/2011,4,1.7119
4/26/2011,5,1.1288
4/26/2011,6,1.8251
4/26/2011,7,3.7721
4/26/2011,8,2.7838
4/26/2011,9,2.8495
4/26/2011,10,3.8487
4/26/2011,11,2.1534
4/26/2011,12,4.2497
4/26/2011,13,7.3941
4/26/2011,14,6.2144
4/26/2011,15,4.4461
4/26/2011,16,5.4621
4/26/2011,17,9.7619
4/26/2011,18,9.4623
4/26/2011,19,7.5628
4/26/2011,20,5.3602
4/26/2011,21,8.6132
4/26/2011,22,3.2637
4/26/2011,23,0.8339
4/27/2011,0,1.9335
4/27/2011,1,5.0065
4/27/2011,2,9.8295
4/27/2011,3,9.8599
4/27/2011,4,10.4803
4/27/2011,5,10.2810
4/27/2011,6,9.7837
4/27/2011,7,10.1547
4/27/2011,8,9.3249
4/27/2011,9,6.8145
4/27/2011,10,5.7963
4/27/2011,11,5.4712
4/27/2011,12,6.3577
4/27/2011,13,8.0519
4/27/2011,14,8.0719
4/27/2011,15,8.9380
4/27/2011,16,10.0487
4/27/2011,17,10.5639
4/27/2011,18,11.3876
4/27/2011,19,12.5617
4/27/2011,20,12.4839
4/27/2011,21,15.0753
4/27/2011,22,13.1829
4/27/2011,23,5.5459
4/28/2011,0,6.3844
4/28/2011,1,7.6192
4/28/2011,2,10.5718
4/28/2011,3,9.1405
4/28/2011,4,12.6194
4/28/2011,5,12.4824
4/28/2011,6,8.6536
4/28/2011,7,6.0805
4/28/2011,8,5.5208
4/28/2011,9,3.9143
4/28/2011,10,3.8637
4/28/2011,11,3.6848
4/28/2011,12,4.6162
4/28/2011,13,2.9603
4/28/2011,14,3.7563
4/28/2011,15,3.6759
4/28/2011,16,4.6113
4/28/2011,17,3.8088
4/28/2011,18,3.8771
4/28/2011,19,2.4140
4/28/2011,20,1.5867
4/28/2011,21,1.2768
4/28/2011,22,3.8223
4/28/2011,23,3.0884
4/29/2011,0,3.0522
4/29/2011,1,3.0348
4/29/2011,2,3.5082
4/29/2011,3,3.2612
4/29/2011,4,4.9234
4/29/2011,5,8.0526
4/29/2011,6,6.4526
4/29/2011,7,8.1193
4/29/2011,8,8.2957
4/29/2011,9,8.5765
4/29/2011,10,8.3731
4/29/2011,11,9.7869
4/29/2011,12,14.8748
4/29/2011,13,17.4636
4/29/2011,14,17.3799
4/29/2011,15,16.8298
4/29/2011,16,16.8006
4/29/2011,17,14.5903
4/29/2011,18,18.3148
4/29/2011,19,17.1682
4/29/2011,20,13.5438
4/29/2011,21,7.6966
4/29/2011,22,3.8921
4/29/2011,23,6.0377
4/30/2011,0,9.9029
4/30/2011,1,7.8569
4/30/2011,2,12.8790
4/30/2011,3,12.1200
4/30/2011,4,6.0162
4/30/2011,5,7.2672
4/30/2011,6,13.8002
4/30/2011,7,15.9210
4/30/2011,8,14.1799
4/30/2011,9,11.1033
4/30/2011,10,5.0300
4/30/2011,11,2.8020
4/30/2011,12,3.9377
4/30/2011,13,3.2525
4/30/2011,14,5.0148
4/30/2011,15,4.1148
4/30/2011,16,6.0936
4/30/2011,17,6.7568
4/30/2011,18,4.6323
4/30/2011,19,4.5097
4/30/2011,20,2.7575
4/30/2011,21,3.3695
4/30/2011,22,6.1245
4/30/2011,23,5.4660
5/1/2011,0,4.2181
5/1/2011,1,4.2434
5/1/2011,2,4.3951
5/1/2011,3,4.4143
5/1/2011,4,4.5451
5/1/2011,5,3.2998
5/1/2011,6,1.9988
5/1/2011,7,1.7211
5/1/2011,8,1.6545
5/1/2011,9,3.2351
5/1/2011,10,3.6479
5/1/2011,11,3.6249
5/1/2011,12,3.6204
5/1/2011,13,2.8784
5/1/2011,14,2.9805
5/1/2011,15,4.8201
5/1/2011,16,5.2702
5/1/2011,17,2.9029
5/1/2011,18,3.2794
5/1/2011,19,2.5572
5/1/2011,20,3.7635
5/1/2011,21,3.8777
5/1/2011,22,1.9499
5/1/2011,23,1.8403
5/2/2011,0,3.0422
5/2/2011,1,5.9479
5/2/2011,2,2.9807
5/2/2011,3,2.5586
5/2/2011,4,1.9370
5/2/2011,5,1.1561
5/2/2011,6,1.8199
5/2/2011,7,3.0056
5/2/2011,8,4.1689
5/2/2011,9,3.0206
5/2/2011,10,2.5642
5/2/2011,11,2.5821
5/2/2011,12,2.0214
5/2/2011,13,5.5342
5/2/2011,14,3.0831
5/2/2011,15,3.3714
5/2/2011,16,3.0687
5/2/2011,17,2.2049
5/2/2011,18,2.0962
5/2/2011,19,1.2170
5/2/2011,20,2.4717
5/2/2011,21,2.9321
5/2/2011,22,4.0392
5/2/2011,23,3.8792
5/3/2011,0,5.5266
5/3/2011,1,9.3783
5/3/2011,2,11.2525
5/3/2011,3,11.8279
5/3/2011,4,11.2486
5/3/2011,5,8.3257
5/3/2011,6,4.4070
5/3/2011,7,2.2707
5/3/2011,8,3.3738
5/3/2011,9,3.4733
5/3/2011,10,3.9048
5/3/2011,11,3.6576
5/3/2011,12,5.2312
5/3/2011,13,4.5242
5/3/2011,14,1.4295
5/3/2011,15,2.2069
5/3/2011,16,1.6747
5/3/2011,17,2.6917
5/3/2011,18,4.6174
5/3/2011,19,3.0646
5/3/2011,20,1.7460
5/3/2011,21,3.3440
5/3/2011,22,2.8488
5/3/2011,23,4.7345
5/4/2011,0,2.4803
5/4/2011,1,2.9076
5/4/2011,2,1.3158
5/4/2011,3,6.8984
5/4/2011,4,3.0974
5/4/2011,5,3.9160
5/4/2011,6,3.9605
5/4/2011,7,2.0740
5/4/2011,8,3.0526
5/4/2011,9,8.2197
5/4/2011,10,5.9018
5/4/2011,11,5.3009
5/4/2011,12,3.7597
5/4/2011,13,3.3027
5/4/2011,14,4.0438
5/4/2011,15,4.6182
5/4/2011,16,6.5598
5/4/2011,17,5.6522
5/4/2011,18,4.3600
5/4/2011,19,4.1257
5/4/2011,20,3.4925
5/4/2011,21,0.7469
5/4/2011,22,0.9612
5/4/2011,23,3.1326
