"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0026135501","0103","2020-06-03T01:00:00.000","1.68298","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0029045000","0103","2020-06-03T23:20:00.000","1","SABANALARGA TX GPRS","ATLÁNTICO","SABANALARGA","BAJO MAGDALENA","10.637","-74.919","Velocidad Viento (10 min)","m/s"
"0011030010","0103","2020-06-03T00:10:00.000","0.5","PR CHOCO: CERTEGUI","CHOCÓ","CÉRTEGUI","ATRATO - DARIÉN","5.375","-76.613","Velocidad Viento (10 min)","m/s"
"0021205519","0103","2020-06-03T13:30:00.000","0.959","SAN FORTUNATO  - AUT","CUNDINAMARCA","SIBATÉ","ALTO MAGDALENA","4.452","-74.272","Velocidad Viento (10 min)","m/s"
"2403500082","0103","2020-06-03T08:20:00.000","1.7","SIACHOQUE - AUT","BOYACÁ","SIACHOQUE","SOGAMOSO","5.506097222","-73.251052778","Velocidad Viento (10 min)","m/s"
"0021205527","0103","2020-06-03T16:20:00.000","2.45","ALTO DEL AIRE  - AUT","CUNDINAMARCA","CUCUNUBÁ","ALTO MAGDALENA","5.198","-73.805","Velocidad Viento (10 min)","m/s"
"0012025040","0103","2020-06-03T22:50:00.000","0.4","TURBO - AUT","ANTIOQUIA","TURBO","CARIBE - LITORAL","8.091805556","-76.71633333","Velocidad Viento (10 min)","m/s"
"2603500127","0103","2020-06-03T22:10:00.000","0.4","REMOLINO ALERTAS - EL VOLCAN - AUT","CAUCA","EL TAMBO","CAUCA","2.542913889","-76.852061111","Velocidad Viento (10 min)","m/s"
"2802500079","0103","2020-06-03T01:10:00.000","1.1","CARACOLÍ HDA MANATURE - AUT","CESAR","VALLEDUPAR","CESAR","10.088694444","-73.731666667","Velocidad Viento (10 min)","m/s"
"0015015120","0103","2020-06-03T20:10:00.000","1.4","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Velocidad Viento (10 min)","m/s"
"0023195240","0103","2020-06-03T05:40:00.000","0.5","AGUACHICA - AUT","CESAR","AGUACHICA","MEDIO MAGDALENA","8.123416667","-73.57986111","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T12:20:00.000","0","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0023195240","0103","2020-06-03T13:00:00.000","0.7","AGUACHICA - AUT","CESAR","AGUACHICA","MEDIO MAGDALENA","8.123416667","-73.57986111","Velocidad Viento (10 min)","m/s"
"2305500055","0103","2020-06-03T15:50:00.000","0.1","SAN JOSE DE PENSILVANIA - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.372638889","-75.150138889","Velocidad Viento (10 min)","m/s"
"0051025090","0103","2020-06-03T11:40:00.000","0.991","GRANJA MIRA","NARINO","TUMACO","MIRA","1.55","-78.696","Velocidad Viento (10 min)","m/s"
"0035095120","0103","2020-06-03T21:40:00.000","2.4","AQUITANIA - AUT","BOYACÁ","AQUITANIA","META","5.556638889","-72.88175","Velocidad Viento (10 min)","m/s"
"0021205515","0103","2020-06-03T12:20:00.000","2.099","MERENGO  - AUT","CUNDINAMARCA","SOACHA","ALTO MAGDALENA","4.7","-74.174","Velocidad Viento (10 min)","m/s"
"0025025340","0103","2020-06-03T02:00:00.000","1.5","SAN MARCOS - AUT","SUCRE","SAN MARCOS","BAJO MAGDALENA- CAUCA -SAN JORGE","8.596833333","-75.14269444","Velocidad Viento (10 min)","m/s"
"0026075150","0103","2020-06-03T17:30:00.000","1.8","APTO ALFONSO BONILLA ARAGON - TX GPRS","VALLE DEL CAUCA","PALMIRA","CAUCA","3.533","-76.382","Velocidad Viento (10 min)","m/s"
"0023125160","0103","2020-06-03T08:20:00.000","0.6","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Velocidad Viento (10 min)","m/s"
"0012045020","0103","2020-06-03T23:40:00.000","0.3","CRISTO REY  - AUT","CORDOBA","PUERTO ESCONDIDO","CARIBE - LITORAL","9.071111111","-76.22444444","Velocidad Viento (10 min)","m/s"
"0024055070","0103","2020-06-03T13:00:00.000","3.1","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Velocidad Viento (10 min)","m/s"
"3702500113","0103","2020-06-03T17:40:00.000","1.3","CAMPO HERMOSO - AUT","NORTE DE SANTANDER","TOLEDO","ARAUCA","7.099138889","-72.300419444","Velocidad Viento (10 min)","m/s"
"0029035080","0103","2020-06-03T21:00:00.000","0.4","NORMAL MANATI  - AUT","ATLANTICO","MANATÍ","BAJO MAGDALENA","10.45358333","-74.95463889","Velocidad Viento (10 min)","m/s"
"0035105050","0103","2020-06-03T04:20:00.000","0.2","GUAICARAMO  - AUT","META","BARRANCA DE UPÍA","META","4.468666667","-72.95358333","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2020-06-03T12:05:00.000","0.5658486","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"2603500127","0103","2020-06-03T19:20:00.000","1.5","REMOLINO ALERTAS - EL VOLCAN - AUT","CAUCA","EL TAMBO","CAUCA","2.542913889","-76.852061111","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2020-06-03T11:45:00.000","1.273972","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0016015110","0103","2020-06-03T07:00:00.000","1.2","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Velocidad Viento (10 min)","m/s"
"0015065501","0103","2020-06-03T21:10:00.000","4","LA MINA CERREJON  - AUT","LA GUAJIRA","ALBANIA","CARIBE - GUAJIRA","11.13758333","-72.61594444","Velocidad Viento (10 min)","m/s"
"0035025502","0103","2020-06-03T12:40:00.000","3","LA ESMERALDA-  - AUT","BOGOTA","BOGOTA, D.C","META","4.56","-74","Velocidad Viento (10 min)","m/s"
"0054025010","0103","2020-06-03T22:10:00.000","1.5","PR CHOCO: SAN JOSE PALMAR","CHOCÓ","SAN JOSÉ DEL PALMAR","SAN JUÁN","4.898","-76.232","Velocidad Viento (10 min)","m/s"
"2702500107","0103","2020-06-03T12:00:00.000","0.4","ANGOSTURA - AUT","ANTIOQUIA","ANGOSTURA","NECHÍ","6.900555556","-75.326019444","Velocidad Viento (10 min)","m/s"
"0024030680","0103","2020-06-03T20:20:00.000","1.2","EL PARAMO - AUT","SANTANDER","CARCASÍ","SOGAMOSO","6.653333333","-72.59083333","Velocidad Viento (10 min)","m/s"
"0024055080","0103","2020-06-03T22:30:00.000","0.7","VIZCAINA LA LIZAMA  - AUT","SANTANDER","BARRANCABERMEJA","SOGAMOSO","6.982972222","-73.70488889","Velocidad Viento (10 min)","m/s"
"0026075150","0103","2020-06-03T06:50:00.000","0.7","APTO ALFONSO BONILLA ARAGON - TX GPRS","VALLE DEL CAUCA","PALMIRA","CAUCA","3.533","-76.382","Velocidad Viento (10 min)","m/s"
"0023085260","0103","2020-06-03T23:30:00.000","0.3","LA SELVA - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.131916667","-75.41455556","Velocidad Viento (10 min)","m/s"
"5102500128","0103","2020-06-03T03:30:00.000","0.2","RESERVA NATURAL LA PLANADA - AUT","NARIÑO","RICAURTE","MIRA","1.157833333","-77.9765","Velocidad Viento (10 min)","m/s"
"0016040050","0103","2020-06-03T16:00:00.000","3.4","LA MARIA - AUT","NORTE DE SANTANDER","ÁBREGO","CATATUMBO","7.934444444","-73.21166667","Velocidad Viento (10 min)","m/s"
"3503500062","0103","2020-06-03T22:10:00.000","0.7","EL CALVARIO - AUT","META","EL CALVARIO","META","4.350355556","-73.711511111","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2020-06-03T14:40:00.000","2.9","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0024035410","0103","2020-06-03T05:10:00.000","1.1","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2020-06-03T13:25:00.000","1.630509","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0015035020","0103","2020-06-03T00:10:00.000","0.9","TERMOGUAJIRA  - AUT","LA GUAJIRA","DIBULLA","CARIBE - GUAJIRA","11.2525","-73.41138889","Velocidad Viento (10 min)","m/s"
"0027015330","0103","2020-06-03T09:00:00.000","1.1","APTO OLAYA HERRERA - TX GPRS","ANTIOQUIA","MEDELLÍN","NECHÍ","6.221","-75.589","Velocidad Viento (10 min)","m/s"
"2805500075","0103","2020-06-03T19:40:00.000","0.3","CURUMANÍ - AUT","CESAR","CURUMANÍ","CESAR","9.238138889","-73.512916667","Velocidad Viento (10 min)","m/s"
"0026125505","0103","2020-06-03T04:15:00.000","0.4326868","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2020-06-03T06:20:00.000","1.262333","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"3701500117","0103","2020-06-03T04:20:00.000","0.6","EL PORTILLO - AUT","NORTE DE SANTANDER","SILOS","ARAUCA","7.056497222","-72.790291667","Velocidad Viento (10 min)","m/s"
"0014015080","0103","2020-06-03T20:00:00.000","1","AEROPUERTO RAFAEL NUNEZ","BOLIVAR","CARTAGENA DE INDIAS","CARIBE - LITORAL","10.44725","-75.51602778","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2020-06-03T16:15:00.000","1.795154","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0024035410","0103","2020-06-03T14:20:00.000","2.5","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Velocidad Viento (10 min)","m/s"
"0016015130","0103","2020-06-03T11:10:00.000","3.3","ALCALDIA DE HERRAN  - AUT","NORTE DE SANTANDER","HERRÁN","CATATUMBO","7.506722222","-72.48536111","Velocidad Viento (10 min)","m/s"
"0035025502","0103","2020-06-03T21:20:00.000","1.427","LA ESMERALDA-  - AUT","BOGOTA","BOGOTA, D.C","META","4.56","-74","Velocidad Viento (10 min)","m/s"
"0017035010","0103","2020-06-03T22:20:00.000","17.8","SERRANILLA","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","15.797","-79.852","Velocidad Viento (10 min)","m/s"
"3206500058","0103","2020-06-03T02:30:00.000","0.6","LEJANÍAS - AUT","META","LEJANÍAS","GUAVIARE","3.518202778","-74.0063","Velocidad Viento (10 min)","m/s"
"0024030680","0103","2020-06-03T16:50:00.000","4.4","EL PARAMO - AUT","SANTANDER","CARCASÍ","SOGAMOSO","6.653333333","-72.59083333","Velocidad Viento (10 min)","m/s"
"0054025010","0103","2020-06-03T12:50:00.000","1.7","PR CHOCO: SAN JOSE PALMAR","CHOCÓ","SAN JOSÉ DEL PALMAR","SAN JUÁN","4.898","-76.232","Velocidad Viento (10 min)","m/s"
"0026125507","0103","2020-06-03T05:15:00.000","0","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Velocidad Viento (10 min)","m/s"
"0052020070","0103","2020-06-03T05:20:00.000","0.6","SANTIAGO","CAUCA","SAN SEBASTIÁN","PATÍA","1.814166667","-76.78288889","Velocidad Viento (10 min)","m/s"
"0015015060","0103","2020-06-03T20:10:00.000","0.8","SAN LORENZO  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.11108333","-74.05469444","Velocidad Viento (10 min)","m/s"
"0021237060","0103","2020-06-03T07:20:00.000","5.554","CORRALITOS PULI","CUNDINAMARCA","PULÍ","ALTO MAGDALENA","4.633","-74.65","Velocidad Viento (10 min)","m/s"
"0026125503","0103","2020-06-03T02:10:00.000","1.7729","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Velocidad Viento (10 min)","m/s"
"0024035390","0103","2020-06-03T13:30:00.000","4.6","PARAMO ALMORZADERO  - AUT","SANTANDER","CERRITO","SOGAMOSO","6.945388889","-72.69633333","Velocidad Viento (10 min)","m/s"
"0021165502","0103","2020-06-03T11:35:00.000","0","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2020-06-03T11:30:00.000","1.899773","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0012015060","0103","2020-06-03T18:20:00.000","1","TULENAPA  - AUT","ANTIOQUIA","CAREPA","CARIBE - LITORAL","7.773944444","-76.66575","Velocidad Viento (10 min)","m/s"
"2306500106","0103","2020-06-03T10:00:00.000","3.3","ALTO DEL TRIGO - AUT","CUNDINAMARCA","GUADUAS","MEDIO MAGDALENA","5.001902778","-74.537586111","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2020-06-03T11:10:00.000","2.514546","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"2906500077","0103","2020-06-03T10:30:00.000","2.5","PALMOR - SIERRA NEVADA - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.77175","-74.019138889","Velocidad Viento (10 min)","m/s"
"0051035020","0103","2020-06-03T17:10:00.000","1.6","CCCP DL PACIFICO","NARIÑO","TUMACO","MIRA","1.819166667","-78.73","Velocidad Viento (10 min)","m/s"
"2202500051","0103","2020-06-03T04:40:00.000","1.6","PLANADAS - AUT","TOLIMA","PLANADAS","SALDAÑA","3.2058","-75.6542","Velocidad Viento (10 min)","m/s"
"3706500109","0103","2020-06-03T17:40:00.000","1","ARAUCA TERMINAL - AUT","ARAUCA","ARAUCA","ARAUCA","7.063780556","-70.733080556","Velocidad Viento (10 min)","m/s"
"3701500114","0103","2020-06-03T00:20:00.000","1.7","CHINACOTA - AUT","NORTE DE SANTANDER","TOLEDO","ARAUCA","7.401216667","-72.550275","Velocidad Viento (10 min)","m/s"
"2614500116","0103","2020-06-03T03:00:00.000","0.6","EL JARDIN CUENCA ALTA RIO RISARALDA - AUT","CALDAS","RIOSUCIO","CAUCA","5.532161111","-75.768947222","Velocidad Viento (10 min)","m/s"
"0026125509","0103","2020-06-03T12:20:00.000","0.008690919","ESPERANZA LA  - AUT","QUINDÍO","PIJAO","CAUCA","4.299444444","-75.72508056","Velocidad Viento (10 min)","m/s"
"0017017001","0103","2020-06-03T15:00:00.000","8.3","JHONNY CAY","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","12.599","-81.689","Velocidad Viento (10 min)","m/s"
"0026225060","0103","2020-06-03T18:10:00.000","0.3","HACIENDA COTOVE - AUT","ANTIOQUIA","SANTA FE DE ANTIOQUIA","CAUCA","6.533916667","-75.82733333","Velocidad Viento (10 min)","m/s"
"0023065160","0103","2020-06-03T14:10:00.000","1.05","ACOMODO EL","CUNDINAMARCA","LA VEGA","MEDIO MAGDALENA","5.017","-74.333","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2020-06-03T14:30:00.000","0.008453088","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0023125501","0103","2020-06-03T02:05:00.000","0","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Velocidad Viento (10 min)","m/s"
"0023065501","0103","2020-06-03T14:00:00.000","0","PACHO  - AUT","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.129127778","-74.15769722","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2020-06-03T16:45:00.000","0","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026180250","0103","2020-06-03T07:20:00.000","0.5","VALLE ALTO  - AUT","CALDAS","SALAMINA","CAUCA","5.35","-75.31777778","Velocidad Viento (10 min)","m/s"
"0015065040","0103","2020-06-03T01:50:00.000","2","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Velocidad Viento (10 min)","m/s"
"0016055120","0103","2020-06-03T23:00:00.000","0.7","AGUAS DE LA VIRGEN  - AUT","NORTE DE SANTANDER","OCAÑA","CATATUMBO","8.227694444","-73.3975","Velocidad Viento (10 min)","m/s"
"5311500056","0103","2020-06-03T23:50:00.000","0.7","UNIVERSIDAD DEL PACIFICO - AUT","VALLE DEL CAUCA","BUENAVENTURA","TAPAJE - DAGUA - DIRECTOS","3.848308333","-76.987016667","Velocidad Viento (10 min)","m/s"
"2401500086","0103","2020-06-03T19:50:00.000","1.8","TUNJA-U.P.T.C - AUT","BOYACÁ","SAMACÁ","SOGAMOSO","5.4417","-73.5522","Velocidad Viento (10 min)","m/s"
"3701500117","0103","2020-06-03T03:10:00.000","4","EL PORTILLO - AUT","NORTE DE SANTANDER","SILOS","ARAUCA","7.056497222","-72.790291667","Velocidad Viento (10 min)","m/s"
"2614500116","0103","2020-06-03T09:00:00.000","1.1","EL JARDIN CUENCA ALTA RIO RISARALDA - AUT","CALDAS","RIOSUCIO","CAUCA","5.532161111","-75.768947222","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2020-06-03T06:45:00.000","0","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0016015110","0103","2020-06-03T16:20:00.000","1.7","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2020-06-03T01:00:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"2614500116","0103","2020-06-03T01:50:00.000","1.1","EL JARDIN CUENCA ALTA RIO RISARALDA - AUT","CALDAS","RIOSUCIO","CAUCA","5.532161111","-75.768947222","Velocidad Viento (10 min)","m/s"
"0035075090","0103","2020-06-03T08:00:00.000","1.808","MACHETA - CHIVOR","CUNDINAMARCA","MACHETÁ","META","5.083","-73.65","Velocidad Viento (10 min)","m/s"
"0023125160","0103","2020-06-03T23:40:00.000","0.6","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Velocidad Viento (10 min)","m/s"
"0011080010","0103","2020-06-03T12:20:00.000","0.9","PR CHOCO: BELLAVISTA","CHOCÓ","BOJAYÁ (BELLAVISTA)","ATRATO - DARIÉN","6.559","-76.885","Velocidad Viento (10 min)","m/s"
"0024030680","0103","2020-06-03T00:40:00.000","2.6","EL PARAMO - AUT","SANTANDER","CARCASÍ","SOGAMOSO","6.653333333","-72.59083333","Velocidad Viento (10 min)","m/s"
"2319500043","0103","2020-06-03T14:50:00.000","1.9","FLORIDABLANCA - AUT","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.0568","-73.1094","Velocidad Viento (10 min)","m/s"
"0021237060","0103","2020-06-03T00:10:00.000","1.489","CORRALITOS PULI","CUNDINAMARCA","PULÍ","ALTO MAGDALENA","4.633","-74.65","Velocidad Viento (10 min)","m/s"
"0021205511","0103","2020-06-03T12:20:00.000","1.381","EL OKAL  - AUT","CUNDINAMARCA","VILLAGÓMEZ","ALTO MAGDALENA","5.001","-73.733","Velocidad Viento (10 min)","m/s"
"0029035000","0103","2020-06-03T00:20:00.000","0.9","SINCERIN  - AUT","BOLIVAR","ARJONA","BAJO MAGDALENA","10.14258333","-75.27827778","Velocidad Viento (10 min)","m/s"
"0023105070","0103","2020-06-03T05:30:00.000","2.4","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Velocidad Viento (10 min)","m/s"
"1602500110","0103","2020-06-03T00:30:00.000","0.7","ARBOLEDAS - AUT","NORTE DE SANTANDER","ARBOLEDAS","CATATUMBO","7.645111111","-72.799169444","Velocidad Viento (10 min)","m/s"
"1509500118","0103","2020-06-03T20:40:00.000","1.7","GUACHACA - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.21015","-73.84445","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2020-06-03T05:55:00.000","0","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"2604500134","0103","2020-06-03T06:00:00.000","0.5","TORIBIO ALERTAS   TORIBIO - AUT","CAUCA","TORIBÍO","CAUCA","2.952388889","-76.262083333","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2020-06-03T18:30:00.000","1.2","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0025025002","0103","2020-06-03T14:35:00.000","1.8","LOS ALAMOS","MAGDALENA","SAN SEBASTIÁN DE BUENAVISTA","BAJO MAGDALENA","9.304","-74.274","Velocidad Viento (10 min)","m/s"
"0025025340","0103","2020-06-03T22:30:00.000","0.2","SAN MARCOS - AUT","SUCRE","SAN MARCOS","BAJO MAGDALENA- CAUCA -SAN JORGE","8.596833333","-75.14269444","Velocidad Viento (10 min)","m/s"
"0021205940","0103","2020-06-03T13:40:00.000","3.3","VILLA INES  - AUT","CUNDINAMARCA","FACATATIVÁ","ALTO MAGDALENA","4.834972222","-74.38397222","Velocidad Viento (10 min)","m/s"
"0028035070","0103","2020-06-03T10:30:00.000","3.7","GUATAPURI - AUT","CESAR","VALLEDUPAR","CESAR","10.73213889","-73.39241667","Velocidad Viento (10 min)","m/s"
"2403500081","0103","2020-06-03T14:50:00.000","4.2","SOTAQUIRÁ - AUT","BOYACÁ","SOTAQUIRÁ","SOGAMOSO","5.749661111","-73.234922222","Velocidad Viento (10 min)","m/s"
"0024015300","0103","2020-06-03T10:20:00.000","0.8","VILLA DE LEIVA  - AUT","BOYACÁ","VILLA DE LEIVA","SOGAMOSO","5.655833333","-73.54394444","Velocidad Viento (10 min)","m/s"
"0021165502","0103","2020-06-03T08:50:00.000","0.700384","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Velocidad Viento (10 min)","m/s"
"0021205509","0103","2020-06-03T20:30:00.000","1.061","EL DESTINO  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.397","-74.628","Velocidad Viento (10 min)","m/s"
"2403500085","0103","2020-06-03T02:50:00.000","1.3","SUSA - AUT","SANTANDER","ONZAGA","SOGAMOSO","6.187794444","-72.835602778","Velocidad Viento (10 min)","m/s"
"0023055502","0103","2020-06-03T08:30:00.000","2.124079","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Velocidad Viento (10 min)","m/s"
"0011115020","0103","2020-06-03T10:50:00.000","0.7","CAÑASGORDAS  - AUT","ANTIOQUIA","CAÑASGORDAS","ATRATO - DARIÉN","6.758027778","-76.02966667","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2020-06-03T01:50:00.000","3.250541","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2020-06-03T09:40:00.000","1.056773","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"2501500120","0103","2020-06-03T16:40:00.000","0.5","JUAN JOSE - AUT","CORDOBA","PUERTO LIBERTADOR","BAJO MAGDALENA- CAUCA -SAN JORGE","7.730194444","-75.851580556","Velocidad Viento (10 min)","m/s"
"0029045000","0103","2020-06-03T16:10:00.000","2.9","SABANALARGA TX GPRS","ATLÁNTICO","SABANALARGA","BAJO MAGDALENA","10.637","-74.919","Velocidad Viento (10 min)","m/s"
"1602500044","0103","2020-06-03T00:00:00.000","1","GRAMALOTE - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.913166667","-72.803027778","Velocidad Viento (10 min)","m/s"
"2403500081","0103","2020-06-03T13:30:00.000","2.2","SOTAQUIRÁ - AUT","BOYACÁ","SOTAQUIRÁ","SOGAMOSO","5.749661111","-73.234922222","Velocidad Viento (10 min)","m/s"
"3702500113","0103","2020-06-03T21:00:00.000","1","CAMPO HERMOSO - AUT","NORTE DE SANTANDER","TOLEDO","ARAUCA","7.099138889","-72.300419444","Velocidad Viento (10 min)","m/s"
"2805500075","0103","2020-06-03T20:50:00.000","0.4","CURUMANÍ - AUT","CESAR","CURUMANÍ","CESAR","9.238138889","-73.512916667","Velocidad Viento (10 min)","m/s"
"0029065130","0103","2020-06-03T15:10:00.000","2","LA GRAN VIA - AUT","MAGDALENA","ZONA BANANERA","BAJO MAGDALENA","10.85","-74.13333333","Velocidad Viento (10 min)","m/s"
"0021205525","0103","2020-06-03T21:30:00.000","2.89","VILLA PINZON  - AUT","CUNDINAMARCA","VILLAPINZÓN","ALTO MAGDALENA","5.229","-73.585","Velocidad Viento (10 min)","m/s"
"0027015330","0103","2020-06-03T17:40:00.000","1.9","APTO OLAYA HERRERA - TX GPRS","ANTIOQUIA","MEDELLÍN","NECHÍ","6.221","-75.589","Velocidad Viento (10 min)","m/s"
"0021195501","0103","2020-06-03T11:40:00.000","2.015372","GRANJA TIBACUY  - AUT","CUNDINAMARCA","TIBACUY","ALTO MAGDALENA","4.363052778","-74.43527778","Velocidad Viento (10 min)","m/s"
"0023125140","0103","2020-06-03T17:00:00.000","0.3","AEROPUERTO FURATENA  - AUT","BOYACÁ","QUÍPAMA","MEDIO MAGDALENA","5.520833333","-74.18241667","Velocidad Viento (10 min)","m/s"
"0023205050","0103","2020-06-03T13:00:00.000","3.9","CANELOS  - AUT","BOLIVAR","SANTA ROSA DEL SUR","MEDIO MAGDALENA","7.885416667","-74.24097222","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2020-06-03T06:05:00.000","0","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0023065160","0103","2020-06-03T06:40:00.000","1.05","ACOMODO EL","CUNDINAMARCA","LA VEGA","MEDIO MAGDALENA","5.017","-74.333","Velocidad Viento (10 min)","m/s"
"0023195110","0103","2020-06-03T04:20:00.000","1.3","LLANO GRANDE  - AUT","SANTANDER","GIRÓN","MEDIO MAGDALENA","7.025555556","-73.16722222","Velocidad Viento (10 min)","m/s"
"0016025040","0103","2020-06-03T06:50:00.000","1","CINERA-VILLA OLGA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","8.167777778","-72.46861111","Velocidad Viento (10 min)","m/s"
